organization_id,org_name,state,county,counties,place,platform,platform_org_id,likely_school_district,include_in_rollout,notes
,Spur Independent School District,TX,Dickens County,,,boardbook,2247,True,True,
,Spurger ISD,TX,Tyler County,,,boardbook,1803,True,True,
,St. Anthony-New Brighton,MN,Hennepin County,,,boardbook,2549,False,False,
,St. Charles Community Schools,MI,Saginaw County,,,boardbook,1612,True,True,
,St. Cloud Area School District 742,MN,Stearns County,,,boardbook,1478,True,True,
,St. Croix Falls School District,WI,Polk County,,,boardbook,1764,True,True,
,St. Croix Preparatory Academy,MN,Washington County,,,boardbook,1778,True,True,
,St. Francis Area Schools,MN,Anoka County,,,boardbook,1821,True,True,
,St. Francis School District,WI,Milwaukee County,,,boardbook,2007,True,True,
,St. Johns Public Schools,MI,Clinton County,,,boardbook,1654,True,True,
,St. Joseph County ISD,MI,St. Joseph County,,,boardbook,2188,True,True,
,St. Louis Park Public Schools,MN,Hennepin County,,,boardbook,1820,True,True,
,St. Louis Public Schools,MI,Gratiot County,,,boardbook,1660,True,True,
,St. Mary's Charter School,TX,Bee County,,,boardbook,2535,True,True,
,St. Paul City School,MN,Ramsey County,,,boardbook,3312,True,True,
,Stafford Municipal School District,TX,Fort Bend County,,,boardbook,1043,True,True,
,Stafford Public Schools,CT,Tolland County,,,boardbook,2420,True,True,
,Stamford ISD,TX,Jones County,,,boardbook,1437,True,True,
,Standish-Sterling Community Schools,MI,Arenac County,,,boardbook,1124,True,True,
,Stanfield School District,OR,Umatilla County,,,boardbook,2819,True,True,
,Stanton ISD,TX,Martin County,,,boardbook,2281,True,True,
,Starr County Memorial Hospital,TX,Starr County,,,boardbook,3187,False,False,
,STEDY JTED,AZ,Yuma County,,,boardbook,1762,False,False,
,Stephenville Independent School District,TX,Erath County,,,boardbook,1799,True,True,
,Sterling City ISD,TX,Sterling County,,,boardbook,2165,True,True,
,Stillwater Area Public Schools,MN,Washington County,,,boardbook,2592,True,True,
,Stockdale ISD,TX,Wilson County,,,boardbook,2051,True,True,
,Stratford ISD,TX,Sherman County,,,boardbook,2307,True,True,
,Strawn ISD,TX,Palo Pinto County,,,boardbook,3891,True,True,
,Streator Elementary School District #44,IL,LaSalle County,,,boardbook,1501,True,True,
,Sudan Independent School District,TX,Lamb County,,,boardbook,2209,True,True,
,Sulphur Bluff ISD,TX,Hopkins County,,,boardbook,1014,True,True,
,Sulphur Springs Independent School District,TX,Hopkins County,,,boardbook,1046,True,True,
,Summit Hill District 161,IL,Will County,,,boardbook,1239,False,False,
,Sunnybrook School District,IL,Cook County,,,boardbook,2480,True,True,
,Sunnyvale ISD,TX,Dallas County,,,boardbook,1000,True,True,
,Sunray ISD,TX,Moore County,,,boardbook,956,True,True,
,Swartz Creek Community Schools,MI,Genesee County,,,boardbook,2437,True,True,
,Sweeny ISD,TX,Brazoria County,,,boardbook,630,True,True,
,Sweetwater ISD,TX,Nolan County,,,boardbook,2294,True,True,
,Syracuse USD 494,KS,,,,boardbook,2669,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Taft ISD,TX,San Patricio County,,,boardbook,645,True,True,
,Tahoka ISD,TX,Lynn County,,,boardbook,1956,True,True,
,Tarkington ISD,TX,Liberty County,,,boardbook,707,True,True,
,Tatum Independent School District,TX,Rusk County,,,boardbook,2254,True,True,
,Tawas Area School District,MI,Iosco County,,,boardbook,4129,True,True,
,Taylor ISD,TX,Williamson County,,,boardbook,2401,True,True,
,Tazewell-Mason Counties Special Education Association,IL,Tazewell County,,,boardbook,2704,False,False,
,Teague ISD,TX,Freestone County,,,boardbook,1911,True,True,
,Tejano Center,TX,Harris County,,,boardbook,2681,False,False,
,Temple College,TX,Bell County,,,boardbook,1891,False,False,
,Temple ISD,TX,Bell County,,,boardbook,853,True,True,
,Tenaha Independent School District,TX,Shelby County,,,boardbook,2082,True,True,
,Terrell ISD,TX,Kaufman County,,,boardbook,1294,True,True,
,Test City for Texas,,,,,boardbook,577,False,False,
,Test Manual,,,,,boardbook,1355,False,False,
,Texans Can Academies,TX,Dallas County,,,boardbook,1952,False,False,
,Texarkana College,TX,Bowie County,,,boardbook,1850,False,False,
,Texarkana Independent School District,TX,Bowie County,,,boardbook,1913,True,True,
,Texas General Counsel Group,,,,,boardbook,2348,False,False,"Could not confirm as a real, locatable entity via web search"
,Texas School for The Deaf,TX,Travis County,,,boardbook,2109,True,True,
,Texas Southern University,TX,Harris County,,,boardbook,2066,False,False,
,Texas State University System,TX,Walker County,,,boardbook,1683,False,False,
,Texas Woman's University,TX,Denton County,,,boardbook,1185,False,False,
,Texhoma ISD,TX,Sherman County,,,boardbook,1927,True,True,
,The Ehrhart School,TX,Jefferson County,,,boardbook,2288,True,True,
,Thorndale Independent School District,TX,Milam County,,,boardbook,1847,True,True,
,Thornton Fractional THSD 215,IL,Cook County,,,boardbook,2702,False,False,
,Thrall ISD,TX,Williamson County,,,boardbook,1024,True,True,
,Three Lakes School District,WI,Oneida County,,,boardbook,4094,True,True,
,Three Rivers ISD,TX,Live Oak County,,,boardbook,1934,True,True,
,Three Rivers School District,OR,Josephine County,,,boardbook,796,True,True,
,Three Way ISD,TX,Erath County,,,boardbook,2673,True,True,
,Throckmorton Collegiate ISD,TX,Throckmorton County,,,boardbook,2474,True,True,
,Tidehaven Independent School District,TX,Matagorda County,,,boardbook,2267,True,True,
,Timpson ISD,TX,Shelby County,,,boardbook,3641,True,True,
,Tioga Independent School District,TX,Grayson County,,,boardbook,2805,True,True,
,to be removed Marengo CHSD 154,,,,,boardbook,2795,False,False,
,Tom Bean ISD,TX,Grayson County,,,boardbook,2036,True,True,
,Tonganoxie USD 464,KS,,,,boardbook,2757,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Tornillo Independent School District,TX,El Paso County,,,boardbook,2199,True,True,
,Town of Benson,NC,Johnston County,,,boardbook,1593,False,False,
,Town of Cicero,IL,Cook County,,,boardbook,1372,False,False,
,Town of Emerald Isle,NC,Carteret County,,,boardbook,1599,False,False,
,Town of Horizon City,TX,El Paso County,,,boardbook,928,False,False,
,Township High School District 113,IL,Lake County,,,boardbook,4074,True,True,
,Township High School District 214,IL,Cook County,,,boardbook,2567,True,True,
,Travis Central Appraisal District,TX,Travis County,,,boardbook,3306,False,False,
,Trenton Independent School District,TX,Fannin County,,,boardbook,1993,True,True,
,Tri-County Schools,MN,Jefferson County,,,boardbook,2748,True,True,
,Trial - Clintondale Community Schools,,,,,boardbook,4070,True,True,
,TRIAL - Evergreen Virtual Academy,,,,,boardbook,3897,True,True,
,Trial - Hawthorn District 73,,,,,boardbook,4018,False,False,
,Trial - Patriot Preparatory Academy,,,,,boardbook,3346,True,True,
,TRIAL - Plymouth-Canton Community Schools,,,,,boardbook,3896,True,True,
,TRIAL - Town of Smithfield,,,,,boardbook,3901,False,False,
,TRIAL Fowlerville Community Schools,MI,Livingston County,,,boardbook,3321,True,True,
,Trinity Independent School District,TX,Trinity County,,,boardbook,735,True,True,
,Troup ISD,TX,Smith County,,,boardbook,1302,True,True,
,Troy 30-C,IL,Will County,,,boardbook,1220,False,False,
,Troy Independent School District,TX,Bell County,,,boardbook,907,True,True,
,TrueNorth Educational Cooperative 804,IL,Cook County,,,boardbook,3888,False,False,
,TSPC Oregon Teacher Standards & Practices Commission,OR,Lincoln County,,,boardbook,3222,False,False,
,Tulia Independent School District,TX,Swisher County,,,boardbook,2284,True,True,
,Tuloso-Midway ISD,TX,Nueces County,,,boardbook,643,True,True,
,Tunica County School District,MS,Tunica County,,,boardbook,1416,True,True,
,Tupelo Public School District,MS,Lee County,,,boardbook,1648,True,True,
,Turkey-Quitaque ISD,TX,Briscoe County,,,boardbook,3308,True,True,
,Tyler ISD,TX,Smith County,,,boardbook,1932,True,True,
,Ubah Medical Academy - ISD 4121,MN,Hennepin County,,,boardbook,1815,True,True,
,Udall USD 463,KS,,,,boardbook,2765,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Umatilla-Morrow Head Start,OR,Umatilla County,,,boardbook,2544,False,False,
,Union City Community Schools,MI,Branch County,,,boardbook,2400,True,True,
,Union Grove ISD,TX,Upshur County,,,boardbook,2217,True,True,
,Unionville-Sebewaing Area School District,MI,Huron County,,,boardbook,2987,True,True,
,United ISD,TX,Webb County,,,boardbook,2029,True,True,
,United Township High School District 30,IL,Rock Island County,,,boardbook,1325,True,True,
,Unity School District,WI,Polk County,,,boardbook,2132,True,True,
,University of Houston System,TX,Harris County,,,boardbook,685,False,False,
,Utica Community Schools,MI,Macomb County,,,boardbook,1321,True,True,
,Uvalde Consolidated Independent School District,TX,Uvalde County,,,boardbook,1047,True,True,
,Valdez City Schools,AK,Chugach Census Area,,,boardbook,3889,True,True,
,Valley Mills ISD,TX,McLennan County,,,boardbook,2037,True,True,
,Valley View ISD - Hidalgo County,TX,Hidalgo County,,,boardbook,922,True,True,
,Valley View ISD-Cooke County,TX,Cooke County,,,boardbook,1871,True,True,
,Van Alstyne ISD,TX,Grayson County,,,boardbook,850,True,True,
,Van Buren ISD,MI,Van Buren County,,,boardbook,1474,True,True,
,Van Buren Public Schools,MI,Wayne County,,,boardbook,2346,True,True,
,Van Independent School District,TX,Van Zandt County,,,boardbook,1879,True,True,
,Van Vleck ISD,TX,Matagorda County,,,boardbook,742,True,True,
,Vega ISD,TX,Oldham County,,,boardbook,2068,True,True,
,Venus Independent School District,TX,Johnson County,,,boardbook,636,True,True,
,Veribest ISD,TX,Tom Green County,,,boardbook,2339,True,True,
,Vernon Independent School District,TX,Wilbarger County,,,boardbook,1442,True,True,
,Vicksburg Community Schools,MI,Kalamazoo County,,,boardbook,1649,True,True,
,Vidor Independent School District,TX,Orange County,,,boardbook,1004,True,True,
,Vienna Township,MI,Genesee County,,,boardbook,2048,False,False,
,Vigo County Public Library,IN,Vigo County,,,boardbook,1950,False,False,
,Village of Maywood,IL,Cook County,,,boardbook,1130,False,False,
,Waco Independent School District,TX,McLennan County,,,boardbook,1965,True,True,
,Waconda USD 272,KS,,,,boardbook,2631,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Waconia Public Schools,MN,Carver County,,,boardbook,1513,True,True,
,Waelder ISD,TX,Gonzales County,,,boardbook,876,True,True,
,Walden on Lake Conroe (HOA),TX,Montgomery County,,,boardbook,3904,False,False,
,Walker-Hackensack-Akeley Schools,MN,Cass County,,,boardbook,1818,True,True,
,Walla Walla Public Schools,WA,Walla Walla County,,,boardbook,997,True,True,
,Walled Lake Consolidated School District,MI,Oakland County,,,boardbook,927,True,True,
,Waller ISD,TX,Harris County,,,boardbook,737,True,True,
,Walthall County School Board,MS,Walthall County,,,boardbook,1685,True,True,
,Warren ISD,TX,Tyler County,,,boardbook,1991,True,True,
,Washington Community High School,IL,Tazewell County,,,boardbook,1590,True,True,
,Washington District 50 Schools,IL,Tazewell County,,,boardbook,1493,True,True,
,Waskom ISD,TX,Harrison County,,,boardbook,1052,True,True,
,Water Valley ISD,TX,Tom Green County,,,boardbook,2222,True,True,
,Waterford Union High School,WI,Racine County,,,boardbook,1610,True,True,
,Waterloo CUSD No. 5,IL,Monroe County,,,boardbook,1868,False,False,
,Waterville-Elysian-Morristown School District,MN,Le Sueur County,,,boardbook,1222,True,True,
,Waunakee Community School District,WI,Dane County,,,boardbook,1924,True,True,
,Wausau School District,WI,Marathon County,,,boardbook,1360,True,True,
,Wauseon Exempted Village Schools,OH,Fulton County,,,boardbook,2794,True,True,
,Waverly Community Schools,MI,Eaton County,,,boardbook,1086,True,True,
,Wawasee Community School Corporation,IN,Kosciusko County,,,boardbook,1912,True,True,
,Waxahachie Independent School District,TX,Ellis County,,,boardbook,765,True,True,
,Wayne School District,UT,Wayne County,,,boardbook,1576,True,True,
,Wayne-Westland Community Schools,MI,Wayne County,,,boardbook,3405,True,True,
,Wayzata Public Schools,MN,Hennepin County,,,boardbook,1040,True,True,
,Weatherford Independent School District,TX,Parker County,,,boardbook,992,True,True,
,Webb CISD,TX,Webb County,,,boardbook,2612,True,True,
,Weber School District,UT,Weber County,,,boardbook,1523,True,True,
,Weimar ISD,TX,Colorado County,,,boardbook,785,True,True,
,Wellington ISD,TX,Collingsworth County,,,boardbook,2098,True,True,
,Wellington USD 353,KS,,,,boardbook,2642,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Wellman-Union ISD,TX,Terry County,,,boardbook,2040,True,True,
,WESLACO INDEPENDENT SCHOOL DISTRICT,TX,Hidalgo County,,,boardbook,2555,True,True,
,West Allis-West Milwaukee Schools,WI,Milwaukee County,,,boardbook,1597,True,True,
,West Bonner County School District 83,ID,Bonner County,,,boardbook,2136,True,True,
,West Branch - Rose City Area Schools,MI,Ogemaw County,,,boardbook,1480,True,True,
,West Carroll CUSD 314,IL,Carroll County,,,boardbook,1253,False,False,
,West Chicago Elementary School District 33,IL,DuPage County,,,boardbook,1758,True,True,
,West Hanover Township,PA,Dauphin County,,,boardbook,1176,False,False,
,West Hardin County CISD,TX,Hardin County,,,boardbook,989,True,True,
,West Harvey-Dixmoor School District 147,IL,Cook County,,,boardbook,1691,True,True,
,West Independent School District,TX,McLennan County,,,boardbook,821,True,True,
,West Iron Public Schools,MI,Iron County,,,boardbook,2690,True,True,
,West Kingman County USD 332,KS,,,,boardbook,2709,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,West Linn-Wilsonville School District,OR,Clackamas County,,,boardbook,1543,True,True,
,West Orange-Cove CISD,TX,Orange County,,,boardbook,2102,True,True,
,West Oso ISD,TX,Nueces County,,,boardbook,2322,True,True,
,West Ottawa Public Schools,MI,Ottawa County,,,boardbook,2764,True,True,
,West Rusk County Consolidated ISD,TX,Rusk County,,,boardbook,2295,True,True,
,West Sabine ISD,TX,Sabine County,,,boardbook,1141,True,True,
,Westbrook ISD,TX,Mitchell County,,,boardbook,2073,True,True,
,Westchester Public Schools,IL,Cook County,,,boardbook,3365,True,True,
,Western School District,MI,Jackson County,,,boardbook,1106,True,True,
,Westhoff ISD,TX,DeWitt County,,,boardbook,2828,True,True,
,Weston Public Schools,CT,Western Connecticut Planning Region,,,boardbook,2468,True,True,
,Westwood Community School District,MI,Wayne County,,,boardbook,1650,True,True,
,Westwood Heights Schools,MI,Genesee County,,,boardbook,1165,True,True,
,Westwood Independent School District,TX,Anderson County,,,boardbook,2047,True,True,
,Wexford-Missaukee ISD,MI,Wexford County,,,boardbook,1026,True,True,
,Wharton County Junior College,TX,Wharton County,,,boardbook,2052,False,False,
,Wharton ISD,TX,Wharton County,,,boardbook,808,True,True,
,White Deer Independent School District,TX,Carson County,,,boardbook,1414,True,True,
,White Oak ISD,TX,Gregg County,,,boardbook,2248,True,True,
,White Settlement ISD,TX,Tarrant County,,,boardbook,1404,True,True,
,Whitehouse ISD,TX,Smith County,,,boardbook,1841,True,True,
,Whitesboro Independent School District,TX,Grayson County,,,boardbook,1601,True,True,
,Whitney Independent School District,TX,Hill County,,,boardbook,2245,True,True,
,Wichita Falls Independent School District,TX,Wichita County,,,boardbook,676,True,True,
,Wildorado ISD,TX,Oldham County,,,boardbook,2260,True,True,
,Will County School District 92,IL,Will County,,,boardbook,1292,True,True,
,Williston Basin School District #7,ND,Williams County,,,boardbook,2185,True,True,
,Wills Point ISD,TX,Van Zandt County,,,boardbook,873,True,True,
,Wilmington CUSD 209U,IL,Will County,,,boardbook,1674,False,False,
,Wimberley Independent School District,TX,Hays County,,,boardbook,2301,True,True,
,Win-E-Mac Schools,MN,Polk County,,,boardbook,2811,True,True,
,Windom Area Schools,MN,Cottonwood County,,,boardbook,2781,True,True,
,Windthorst ISD,TX,Archer County,,,boardbook,1118,True,True,
,Winfield School District 34,IL,DuPage County,,,boardbook,1425,True,True,
,Wink-Loving ISD,TX,Winkler County,,,boardbook,1184,True,True,
,Winnsboro Independent School District,TX,Wood County,,,boardbook,738,True,True,
,Winona ISD,TX,Smith County,,,boardbook,925,True,True,
,Winston Dillard School District,OR,Douglas County,,,boardbook,1221,True,True,
,Winters ISD,TX,Runnels County,,,boardbook,1415,True,True,
,Woden ISD,TX,Nacogdoches County,,,boardbook,1800,True,True,
,Wolfe City ISD,TX,Hunt County,,,boardbook,1494,True,True,
,Wonewoc-Union Center School District,WI,Juneau County,,,boardbook,1449,True,True,
,Wood Dale School District 7,IL,DuPage County,,,boardbook,1191,True,True,
,Woodburn School District,OR,Marion County,,,boardbook,1562,True,True,
,Woodhaven-Brownstown School District,MI,Wayne County,,,boardbook,1473,True,True,
,Woodland School District 50,IL,Lake County,,,boardbook,1739,True,True,
,Woodridge School District 68,IL,DuPage County,,,boardbook,1790,True,True,
,Woodstock Community Unit School District 200,IL,McHenry County,,,boardbook,1277,True,True,
,Woodville ISD,TX,Tyler County,,,boardbook,769,True,True,
,Workers' Compensation Self-Insurance Trust,IL,Cook County,,,boardbook,1783,False,False,
,Workforce Solutions Alamo,TX,Bexar County,,,boardbook,751,False,False,
,WRUSD,AZ,Coconino County,,,boardbook,893,False,False,
,Wylie Independent School District,TX,Taylor County,,,boardbook,2275,True,True,
,Wylie ISD (Collin County),TX,Collin County,,,boardbook,3480,True,True,
,Yantis ISD,TX,Wood County,,,boardbook,696,True,True,
,Yellow Medicine East ISD 2190,MN,Yellow Medicine County,,,boardbook,1157,True,True,
,Ysleta Independent School District,TX,El Paso County,,,boardbook,2312,True,True,
,Yukon Flats School District,AK,Yukon-Koyukuk Census Area,,,boardbook,2391,True,True,
,Zapata County Independent School District,TX,Zapata County,,,boardbook,2305,True,True,
,Zion Elementary School District 6,IL,Lake County,,,boardbook,1476,True,True,
,Zionsville Community Schools,IN,Boone County,,,boardbook,2039,True,True,
,Bluestem USD 205,KS,Butler County,,,boarddocs,ks/usd205,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,KS,Johnson County,,,boarddocs,ks/usd230,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ottawa School District USD 290,KS,,,,boarddocs,ks/usd290,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Pretty Prairie USD 311 KS,KS,Reno County,,,boarddocs,ks/usd311,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 323 Rock Creek,KS,Pottawatomie County,,,boarddocs,ks/usd323,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Jefferson County North USD 339,KS,Jefferson County,,,boarddocs,ks/usd339,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Marysville Public Schools USD #364,KS,Marshall County,,,boarddocs,ks/usd364,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Newton Public Schools Unified School District #373 KS,KS,Harvey County,,,boarddocs,ks/usd373,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hiawatha USD 415,KS,Brown County,,,boarddocs,ks/usd415,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,"USD 430, South Brown County",KS,Brown County,,,boarddocs,ks/usd430,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Caney Valley USD 436 KS,KS,Montgomery County,,,boarddocs,ks/usd436,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Halstead/Bentley School District USD 440 KS,KS,Harvey County,,,boarddocs,ks/usd440,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 473 Chapman School District,KS,Dickinson County,,,boarddocs,ks/usd473,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,USD 483 Kismet-Plains,KS,,,,boarddocs,ks/usd483,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Herington Schools USD 487,KS,Dickinson County,,,boarddocs,ks/usd487,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hays School District USD 489,KS,Ellis County,,,boarddocs,ks/usd489,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Fort Larned USD 495 KS,KS,Pawnee County,,,boarddocs,ks/usd495,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lawrence USD 497,KS,Douglas County,,,boarddocs,ks/usd497,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Caldwell County School District,NC,Caldwell County,,,boarddocs,nc/caldwell,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Charlotte-Mecklenburg Schools,NC,,,,boarddocs,nc/cmsnc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Durham Public Schools,NC,Durham County,,,boarddocs,nc/dpsnc,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Forsyth Technical Community College,NC,Forsyth County,,,boarddocs,nc/forsyth,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Harnett County Schools,NC,Harnett County,,,boarddocs,nc/harnett,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Public Schools of Robeson County,NC,Robeson County,,,boarddocs,nc/robeson,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Stanly Community College,NC,Stanly County,,,boarddocs,nc/stanly,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Stanly County Schools,NC,Stanly County,,,boarddocs,nc/stanlync,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; same district as nc/stanly (dual slug)"
,Surry County Schools,NC,Surry County,,,boarddocs,nc/surrync,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,TMSA Central Office,NC,,,,boarddocs,nc/tmsa,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Union County Public Schools,NC,Union County,,,boarddocs,nc/ucps,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Yadkin County Schools,NC,Yadkin County,,,boarddocs,nc/yadkin,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Auburn Enlarged City School District,NY,Cayuga County,,,boarddocs,ny/aecsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Alexander Central School District,NY,Genesee County,,,boarddocs,ny/alexander,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Amagansett Union Free School District NY,NY,Suffolk County,,,boarddocs,ny/amagansett,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Barker Central School District,NY,Niagara County,,,boarddocs,ny/barker,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Bath Central School District,NY,Steuben County,,,boarddocs,ny/bathcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Bainbridge-Guilford Central School District,NY,Chenango County,,,boarddocs,ny/bgcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Binghamton City School District,NY,Broome County,,,boarddocs,ny/bing,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Carle Place Union Free School District,NY,Nassau County,,,boarddocs,ny/carle,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Catskill Central School District,NY,Greene County,,,boarddocs,ny/catskillcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Chateaugay Central School District,NY,Franklin County,,,boarddocs,ny/chateaugay,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Chester Union Free School District,NY,Orange County,,,boarddocs,ny/chesterufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Center Moriches Union Free School District,NY,,,,boarddocs,ny/cmschools,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Copenhagen Central School District,NY,Lewis County,,,boarddocs,ny/copenhagen,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Dutchess BOCES,NY,Dutchess County,,,boarddocs,ny/dcboces,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; BOCES regional agency (slug heuristic) - not a single K-12 district"
,East Hampton Union Free School District,NY,Suffolk County,,,boarddocs,ny/ehufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Meadow Union Free School District,NY,Nassau County,,,boarddocs,ny/emufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Ramapo Central School District,NY,Rockland County,,,boarddocs,ny/ersd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Rockaway School District,NY,,,,boarddocs,ny/erufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Eastern Suffolk BOCES,NY,,,,boarddocs,ny/esboces,False,False,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending; BOCES regional agency (slug heuristic) - not a single K-12 district"
,East Williston Union Free School District NY,NY,Nassau County,,,boarddocs,ny/ewufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Fairport Central School District,NY,Monroe County,,,boarddocs,ny/fairport,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Garden City Union Free School District,NY,,,,boarddocs,ny/gardencity,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Gilboa Conesville Central School District,NY,Schoharie County,,,boarddocs,ny/gccsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Goshen Central School District,NY,Orange County,,,boarddocs,ny/gcsny,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Geneva City Schools,NY,,,,boarddocs,ny/genevacsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Germantown Central School District,NY,Columbia County,,,boarddocs,ny/germantowncsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Green Island Union Free School District,NY,Albany County,,,boarddocs,ny/giufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Greenburgh-North Castle Union Free School District,NY,Westchester County,,,boarddocs,ny/gncufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Great Neck Union Free School District,NY,Nassau County,,,boarddocs,ny/gnps,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Greene Central School District,NY,Chenango County,,,boarddocs,ny/greene,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Greenport Union Free School District,NY,Suffolk County,,,boarddocs,ny/gufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Heuvelton Central School District,NY,St. Lawrence County,,,boarddocs,ny/heuvelton,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hudson Falls Central School District,NY,Washington County,,,boarddocs,ny/hfcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Half Hollow Hills Central School District,NY,Suffolk County,,,boarddocs,ny/hhhcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
